shipping_id,date_id,product_id,market_id,warehouse_id,quantity_shipped,cost_of_shipping,delivery_status,days_for_delivery
5331,165,14,4,4,62,96.31,Delivered,7
5332,634,1,1,3,62,362.24,In Transit,6
5333,96,19,12,3,192,465.12,Delivered,2
5334,1723,1,8,1,50,62.53,Delivered,1
5335,1882,7,5,4,25,483.44,Delivered,10
5336,1204,31,9,3,181,197.63,Delivered,2
5337,912,7,7,1,17,304.35,Delivered,7
5338,1716,2,2,1,56,212.67,In Transit,3
5339,2000,7,7,4,28,473.56,Delivered,7
5340,48,28,8,1,47,393.33,Delivered,10
5341,649,1,3,3,153,272.07,Delivered,2
5342,1430,15,1,5,136,439.82,Delivered,4
5343,100,12,4,1,99,289.38,Delivered,7
5344,736,26,4,3,82,389.07,Delivered,10
5345,1906,21,6,1,163,373.79,Delivered,1
5346,1935,17,2,5,91,67.34,Delivered,4
5347,1585,36,8,3,84,364.95,Delivered,10
5348,1807,22,14,2,33,377.67,Delivered,9
5349,41,6,2,4,89,92.66,Delivered,6
5350,15,31,1,5,125,428.6,Delivered,9
5351,1316,33,2,4,173,200.0,Delivered,5
5352,516,26,11,3,125,162.9,Delivered,2
5353,1748,7,13,3,106,53.34,Delivered,7
5354,1029,8,12,1,24,402.88,Delivered,4
5355,1025,30,11,1,94,228.48,Delivered,8
5356,1175,30,4,5,82,162.26,Delayed,4
5357,391,8,13,2,155,483.89,Delivered,8
5358,2087,8,3,2,186,376.3,Delivered,10
5359,1855,4,11,5,102,103.82,Delivered,1
5360,912,32,2,5,41,140.99,Delivered,5
5361,1937,16,12,2,59,463.52,Delivered,6
5362,710,3,3,2,41,130.26,Delivered,10
5363,1269,5,11,2,54,459.15,Delivered,8
5364,1204,8,2,4,76,141.09,Delivered,4
5365,693,27,8,4,112,250.77,Delivered,7
5366,1667,30,6,2,35,166.4,Delivered,6
5367,65,14,14,1,135,388.16,Delivered,3
5368,1700,12,11,5,40,226.18,Delivered,8
5369,598,7,7,5,197,197.54,In Transit,10
5370,892,21,12,5,181,385.94,Delivered,8
5371,1150,25,3,3,46,132.98,Delivered,9
5372,1370,36,9,5,14,345.54,Delivered,3
5373,1052,29,2,1,68,427.17,Delivered,6
5374,2084,26,11,4,181,498.52,Delivered,3
5375,106,25,4,1,41,79.45,Delivered,6
5376,1355,35,4,4,109,450.18,Delivered,9
5377,52,2,5,2,69,363.25,Delivered,5
5378,1994,21,6,1,80,189.33,Delivered,7
5379,2145,33,12,3,104,103.15,Delivered,1
5380,30,26,2,2,142,136.97,Delivered,5
5381,345,23,8,4,61,473.27,Delivered,2
5382,654,32,8,5,47,373.28,Delivered,2
5383,1371,4,3,3,20,400.19,Delivered,1
5384,1619,36,1,4,56,138.62,Delivered,10
5385,1601,34,9,5,59,226.34,Delivered,4
5386,1635,34,14,3,82,260.95,Delivered,7
5387,942,6,9,1,135,449.37,Delivered,10
5388,610,31,3,1,157,389.07,Delivered,2
5389,509,27,8,5,25,287.35,Delivered,10
5390,241,13,13,1,195,478.04,In Transit,2
5391,924,4,11,2,58,191.76,Delayed,6
5392,447,12,1,4,191,207.26,Delayed,7
5393,1971,21,11,2,39,140.18,Delivered,7
5394,1182,15,7,4,36,56.04,Delivered,3
5395,1525,8,3,1,106,384.25,Delivered,4
5396,1865,14,12,4,139,466.76,Delivered,7
5397,2190,32,5,3,34,351.13,Delivered,10
5398,422,11,13,3,113,381.16,In Transit,5
5399,738,4,1,1,64,127.24,Delayed,8
5400,1044,36,12,3,175,339.82,Delivered,4
5401,383,17,6,1,178,127.35,Delivered,8
5402,1480,1,1,4,161,151.6,Delivered,5
5403,1037,31,12,5,31,333.31,Delivered,7
5404,1415,12,9,3,99,331.52,Delivered,6
5405,1959,16,1,1,52,461.94,Delivered,4
5406,1946,35,11,5,28,336.27,Delivered,7
5407,1164,11,14,4,83,121.67,Delivered,6
5408,1203,16,5,5,16,204.48,Delivered,1
5409,1796,24,13,1,164,61.09,Delayed,2
5410,1045,31,4,5,143,322.37,Delivered,5
5411,1720,35,8,1,95,114.71,Delivered,2
5412,513,14,11,4,110,69.1,Delivered,6
5413,415,31,1,5,142,81.59,Delivered,6
5414,912,6,5,4,61,252.69,Delivered,7
5415,2035,3,11,1,194,446.74,In Transit,8
5416,683,19,1,4,31,344.17,Delivered,6
5417,726,26,15,1,116,254.67,Delivered,6
5418,937,19,2,4,118,253.78,Delivered,2
5419,1392,11,5,1,187,106.87,Delivered,6
5420,1881,5,8,3,17,142.13,Delivered,4
5421,1952,3,15,4,162,328.75,In Transit,1
5422,810,24,8,4,55,484.8,Delivered,6
5423,669,35,1,5,68,318.22,Delivered,10
5424,1973,24,15,1,164,380.66,Delivered,2
5425,1275,21,10,1,31,326.31,Delivered,8
5426,2130,24,12,2,54,240.95,Delivered,2
5427,2057,20,6,1,139,134.25,Delivered,2
5428,729,1,10,4,76,429.37,Delivered,8
5429,365,21,12,3,47,54.04,Delivered,1
5430,433,14,4,4,90,120.51,In Transit,9
5431,1677,36,6,1,188,79.18,Delivered,10
5432,105,2,2,3,21,262.86,Delivered,4
5433,2070,17,5,4,59,95.13,Delivered,10
5434,1213,27,9,2,93,446.82,Delivered,6
5435,1764,16,15,5,91,292.91,Delivered,7
5436,345,6,4,2,178,247.16,Delivered,3
5437,2061,6,8,3,45,473.4,Delivered,2
5438,2095,4,12,2,112,177.34,Delivered,4
5439,170,16,15,5,97,386.85,Delayed,8
5440,210,31,6,2,188,114.21,In Transit,8
5441,269,17,1,5,118,381.09,Delivered,2
5442,236,26,12,4,184,309.9,Delivered,5
5443,1158,9,9,5,132,275.79,In Transit,7
5444,1246,29,7,1,169,268.07,Delivered,4
5445,1957,17,7,5,119,325.29,Delivered,9
5446,978,35,3,2,143,295.63,Delivered,3
5447,1650,24,7,3,194,65.27,Delivered,9
5448,831,28,13,2,77,303.81,Delayed,6
5449,722,6,2,4,146,415.05,Delivered,7
5450,1928,18,11,3,184,344.42,Delivered,4
5451,1916,33,9,4,185,239.77,In Transit,4
5452,1346,9,10,5,69,217.39,Delivered,3
5453,1143,8,8,4,70,373.56,Delivered,1
5454,847,26,15,2,63,168.58,Delivered,10
5455,225,31,12,5,18,413.63,Delivered,4
5456,2001,10,13,3,44,217.61,Delivered,8
5457,1720,29,6,2,112,406.49,Delivered,9
5458,751,2,3,5,111,158.14,Delivered,3
5459,1433,31,10,4,83,393.83,Delivered,4
5460,99,11,14,1,127,83.07,Delivered,2
5461,1949,29,12,1,131,80.44,Delivered,4
5462,2145,19,12,3,21,292.3,Delivered,6
5463,429,19,13,3,81,86.34,Delivered,3
5464,1753,15,14,1,126,432.5,Delivered,6
5465,2075,3,12,1,144,440.59,Delivered,2
5466,706,12,12,2,182,177.65,Delivered,5
5467,1973,15,8,1,197,498.01,Delivered,10
5468,1696,23,11,3,66,212.59,Delivered,6
5469,1390,30,10,3,133,483.73,Delivered,8
5470,1821,11,1,2,140,433.46,Delivered,9
5471,1119,23,12,5,113,111.56,Delivered,6
5472,1504,13,13,1,185,422.08,Delivered,5
5473,609,18,6,5,34,153.02,Delivered,3
5474,1628,8,9,2,90,477.09,Delivered,7
5475,1779,14,1,3,80,353.39,Delivered,1
5476,1297,15,10,1,62,338.21,Delivered,4
5477,815,2,12,3,19,290.82,Delivered,7
5478,337,36,8,2,149,178.25,Delivered,1
5479,1055,35,4,1,15,415.45,Delivered,3
5480,769,9,1,3,68,244.21,Delivered,5
5481,1199,5,4,5,127,59.64,Delivered,9
5482,983,32,8,5,119,432.36,Delivered,4
5483,2051,8,4,2,28,63.81,Delivered,6
5484,681,17,8,3,129,233.02,Delivered,5
5485,1810,33,9,3,161,154.22,Delivered,3
5486,386,32,10,2,149,434.82,Delayed,4
5487,2161,32,5,2,196,112.7,Delivered,10
5488,678,18,8,1,76,488.68,Delivered,5
5489,1761,35,13,3,126,217.99,Delivered,4
5490,509,3,13,2,101,368.31,Delivered,10
5491,1042,16,10,1,169,253.73,Delivered,3
5492,2068,11,3,2,181,457.62,Delivered,9
5493,1977,11,10,4,110,375.53,In Transit,7
5494,33,30,11,3,102,260.19,Delivered,6
5495,1516,14,2,5,26,91.76,Delivered,9
5496,1471,3,2,4,184,100.88,In Transit,1
5497,1029,36,6,2,80,229.75,Delivered,10
5498,2103,9,12,1,12,220.67,Delivered,10
5499,331,23,9,1,15,289.59,Delivered,8
5500,530,7,13,2,115,210.8,Delivered,3
5501,81,27,10,5,82,135.53,Delivered,9
5502,1935,14,3,2,123,452.66,Delivered,4
5503,955,28,12,1,162,157.61,Delivered,8
5504,1066,4,11,1,161,63.0,Delivered,2
5505,1849,26,3,2,49,386.54,Delivered,5
5506,1808,3,9,4,104,119.01,Delivered,7
5507,1672,31,11,1,80,408.57,Delivered,9
5508,1413,30,10,1,78,401.05,Delivered,7
5509,654,13,12,5,179,53.77,Delivered,8
5510,698,18,13,5,51,81.85,Delivered,6
5511,701,25,10,3,61,275.33,Delivered,4
5512,189,5,3,4,97,265.1,Delivered,3
5513,1892,9,10,1,183,249.82,Delivered,3
5514,1742,25,10,3,94,340.0,Delivered,5
5515,1649,1,4,1,134,226.94,Delivered,3
5516,1075,10,5,1,31,390.11,Delivered,10
5517,564,3,5,5,137,121.92,Delivered,2
5518,1273,22,14,4,78,366.14,Delivered,1
5519,1686,22,7,1,113,55.08,Delivered,4
5520,1156,21,10,1,88,368.75,Delivered,2
5521,1832,33,14,5,103,379.99,Delivered,5
5522,1898,7,2,3,43,140.07,Delivered,5
5523,1187,24,8,2,109,231.98,Delivered,5
5524,906,14,10,3,137,456.89,In Transit,6
5525,115,18,11,4,97,399.25,Delivered,8
5526,1626,32,7,2,142,95.33,Delivered,7
5527,1828,34,2,1,181,395.72,Delivered,2
5528,1818,13,5,4,79,194.07,Delivered,1
5529,219,27,15,2,38,466.3,Delivered,4
5530,1772,2,15,3,75,412.75,Delivered,8
5531,805,26,12,1,96,368.07,Delivered,9
5532,1914,24,4,3,47,395.55,Delivered,5
5533,1895,1,14,2,165,216.37,Delivered,5
5534,626,8,7,5,177,379.88,Delivered,2
5535,359,3,4,1,131,183.88,Delivered,4
5536,820,6,12,4,196,198.51,Delivered,9
5537,1747,23,5,1,117,287.23,Delivered,3
5538,1802,26,14,2,180,107.33,Delivered,10
5539,829,13,5,2,200,51.63,Delayed,8
5540,1058,22,12,1,115,343.18,Delivered,2
5541,27,31,11,4,200,100.94,In Transit,1
5542,120,1,6,2,108,357.09,Delivered,8
5543,441,5,8,2,174,461.42,Delivered,9
5544,34,6,4,5,22,367.62,Delayed,5
5545,464,21,2,1,171,342.51,Delivered,9
5546,1522,32,8,2,149,322.79,Delivered,9
5547,865,18,8,3,97,464.48,Delivered,9
5548,628,24,14,5,155,79.33,Delivered,1
5549,1861,23,1,3,61,354.07,Delivered,8
5550,259,24,10,5,132,351.82,Delivered,3
5551,29,33,15,3,70,241.72,Delivered,5
5552,843,4,11,2,89,93.46,Delivered,2
5553,1284,29,7,3,123,393.66,Delivered,4
5554,831,35,9,3,48,370.46,Delivered,5
5555,2006,2,11,3,66,408.86,Delivered,5
5556,528,12,15,2,16,382.19,Delayed,6
5557,628,28,13,3,80,400.71,Delivered,5
5558,25,27,3,4,163,224.12,Delivered,10
5559,114,32,1,4,185,415.39,Delivered,7
5560,882,14,2,4,100,421.66,Delivered,10
5561,149,19,10,2,141,474.2,Delivered,5
5562,673,6,7,3,14,249.13,Delivered,2
5563,1500,4,7,2,163,419.95,Delivered,7
5564,1980,35,7,4,193,202.45,In Transit,9
5565,1262,3,5,2,22,288.95,Delivered,2
5566,124,34,15,1,181,394.21,Delivered,10
5567,1852,29,15,2,163,358.2,Delivered,2
5568,1144,15,7,1,50,207.37,Delivered,4
5569,941,8,2,5,192,343.94,In Transit,7
5570,2148,21,5,5,86,216.67,Delivered,2
5571,2072,5,1,3,69,347.22,Delivered,5
5572,1635,31,6,5,29,346.29,Delivered,3
5573,2130,20,11,2,99,349.35,Delivered,5
5574,144,2,11,3,178,202.48,Delivered,8
5575,2125,22,7,2,65,318.42,Delivered,2
5576,1416,35,6,5,33,87.46,In Transit,6
5577,946,18,13,1,34,444.74,Delivered,9
5578,1323,7,1,4,96,346.58,Delivered,9
5579,2143,26,11,2,133,98.49,Delivered,4
5580,824,31,1,3,87,479.37,Delivered,6
5581,1184,33,9,3,44,142.12,Delivered,4
5582,1321,34,7,1,66,434.69,Delivered,2
5583,996,15,11,4,79,471.52,Delivered,5
5584,960,6,3,5,116,270.97,Delivered,9
5585,1648,20,11,3,191,448.97,Delivered,6
5586,1954,25,2,3,133,466.45,Delivered,1
5587,1694,2,15,3,118,494.08,Delivered,6
5588,61,22,10,2,97,476.46,Delivered,1
5589,1498,13,7,4,199,310.38,Delayed,5
5590,1122,31,12,4,123,305.5,In Transit,9
5591,1795,30,10,5,81,77.97,Delivered,4
5592,199,34,3,4,83,495.19,Delivered,7
5593,515,16,14,2,38,474.82,Delivered,1
5594,1318,3,10,4,118,437.52,Delivered,4
5595,1962,13,5,4,150,254.16,Delivered,7
5596,619,17,4,4,159,122.2,Delivered,2
5597,1957,11,5,5,88,114.52,Delivered,8
5598,1667,13,11,4,115,394.91,Delivered,9
5599,429,30,10,2,140,200.24,Delivered,9
5600,1287,11,1,5,190,267.49,Delivered,2
5601,1120,10,11,5,19,250.03,Delivered,8
5602,1339,30,9,1,171,217.48,Delivered,7
5603,346,6,7,4,112,375.69,Delivered,7
5604,119,31,8,4,70,484.34,Delivered,7
5605,1490,33,1,4,32,246.29,Delivered,2
5606,1316,8,12,1,31,190.58,Delivered,3
5607,604,15,14,1,105,50.36,Delivered,6
5608,1908,19,6,5,147,475.06,Delivered,4
5609,1963,5,7,2,113,263.01,Delivered,4
5610,2097,4,8,1,196,384.95,In Transit,2
5611,74,1,6,5,120,433.38,Delivered,9
5612,1535,7,11,3,93,178.31,Delivered,4
5613,568,15,1,1,148,274.25,Delivered,6
5614,435,1,13,2,46,463.21,Delivered,1
5615,242,15,15,4,18,314.43,Delivered,4
5616,2034,25,13,3,10,88.89,Delivered,10
5617,1488,16,12,4,189,456.2,Delivered,7
5618,1273,33,2,4,18,466.07,Delayed,8
5619,520,33,11,1,66,203.74,Delivered,10
5620,10,28,14,2,37,386.81,Delivered,9
5621,1031,24,3,1,90,225.72,Delivered,6
5622,1799,23,5,5,121,406.99,Delivered,6
5623,1265,35,4,1,128,214.11,Delayed,5
5624,920,15,1,2,142,402.38,Delivered,8
5625,1180,17,7,5,101,173.91,Delivered,5
5626,867,2,1,5,164,199.02,Delivered,6
5627,1439,24,11,3,154,360.7,Delivered,5
5628,1407,31,2,3,62,61.06,Delivered,10
5629,506,23,6,5,36,467.59,Delivered,7
5630,95,28,15,2,83,127.34,Delivered,10
5631,282,36,15,5,101,465.88,Delivered,7
5632,723,29,1,1,10,400.78,Delivered,3
5633,635,34,7,5,107,408.45,Delivered,7
5634,28,19,13,5,179,245.46,Delivered,2
5635,57,28,8,4,168,458.62,Delivered,10
5636,1102,9,12,3,138,240.78,Delivered,8
5637,1074,3,12,4,72,362.62,In Transit,5
5638,1168,9,5,4,16,433.45,Delivered,7
5639,1690,24,11,1,22,231.16,Delivered,10
5640,419,18,12,4,128,365.17,In Transit,10
5641,309,3,15,4,199,66.54,Delivered,8
5642,80,21,14,4,36,98.08,Delivered,7
5643,35,24,9,4,137,464.18,Delivered,7
5644,345,3,9,1,98,406.3,Delivered,9
5645,919,2,10,4,112,318.3,Delivered,1
5646,1222,32,13,4,155,399.52,Delivered,5
5647,1772,30,4,3,57,286.12,Delivered,7
5648,217,5,14,5,41,413.52,Delivered,10
5649,235,15,2,2,123,238.64,Delivered,2
5650,2001,32,13,3,95,489.19,In Transit,1
5651,2130,33,8,1,92,281.88,Delivered,1
5652,1022,36,13,4,43,214.85,Delivered,9
5653,88,19,10,4,174,405.97,Delivered,10
5654,1922,15,2,4,38,156.87,Delayed,5
5655,802,26,10,1,119,283.32,Delivered,2
5656,281,26,10,3,173,358.95,Delivered,7
5657,692,27,7,2,167,304.85,Delivered,4
5658,1726,28,8,2,94,341.91,Delivered,2
5659,337,7,13,1,139,168.82,Delivered,8
5660,1787,29,9,4,19,414.5,Delayed,3
5661,223,35,1,2,120,150.23,Delivered,10
5662,265,22,12,3,193,210.01,Delivered,8
5663,1683,10,9,3,191,493.54,Delivered,6
5664,363,31,9,1,164,193.51,Delivered,5
5665,1799,10,1,4,124,380.0,Delivered,2
5666,1287,29,6,4,28,296.88,Delivered,1
5667,522,34,3,2,86,245.75,Delivered,2
5668,1764,36,2,4,11,112.97,Delivered,8
5669,1102,9,14,2,115,422.0,Delivered,2
5670,1177,9,7,3,196,173.27,Delivered,9
5671,942,18,13,3,59,302.55,Delivered,2
5672,1846,23,2,2,40,94.48,Delivered,4
5673,142,26,3,4,27,177.55,Delivered,3
5674,716,31,13,5,162,97.82,Delivered,2
5675,2154,22,5,5,90,68.48,Delivered,5
5676,1136,30,15,3,20,60.1,Delivered,4
5677,477,1,14,2,195,149.49,Delivered,8
5678,1034,26,12,1,114,178.97,Delivered,4
5679,1440,21,5,4,35,184.01,Delivered,5
5680,1221,36,2,1,184,111.78,Delivered,1
5681,631,33,15,1,27,461.48,Delayed,8
5682,1833,29,15,5,165,106.07,Delivered,4
5683,414,15,7,5,168,490.47,Delayed,10
5684,1358,34,3,3,27,406.56,Delivered,4
5685,1047,35,8,2,82,491.44,Delivered,5
5686,254,12,14,5,81,430.9,Delivered,8
5687,1939,18,6,3,53,430.54,Delivered,8
5688,313,3,10,1,160,179.22,Delivered,2
5689,1470,36,12,4,73,114.24,Delivered,1
5690,1493,25,6,4,120,263.86,Delivered,9
5691,348,36,1,1,66,392.31,In Transit,9
5692,838,3,13,4,118,481.79,Delivered,7
5693,987,36,10,4,71,71.67,Delivered,7
5694,513,28,2,5,158,395.0,Delivered,10
5695,609,8,7,5,177,412.39,Delivered,1
5696,249,2,5,3,110,478.91,Delayed,6
5697,360,30,1,5,43,111.47,Delayed,7
5698,895,19,9,4,59,72.3,Delayed,8
5699,501,15,15,1,155,352.3,Delivered,2
5700,2096,14,13,3,189,451.35,In Transit,3
5701,986,15,12,1,22,132.27,Delivered,5
5702,658,17,9,2,195,393.43,Delivered,2
5703,734,8,11,3,150,445.99,Delivered,9
5704,800,2,7,2,133,134.29,In Transit,4
5705,360,16,10,3,174,157.48,Delayed,3
5706,2108,18,15,1,184,422.63,Delivered,6
5707,956,5,15,4,124,423.56,Delivered,4
5708,157,25,6,3,122,232.82,Delivered,6
5709,833,6,3,5,89,469.6,Delayed,9
5710,2106,35,15,1,22,187.11,Delivered,9
5711,183,35,15,4,91,470.65,Delivered,5
5712,1615,28,14,2,22,345.66,Delivered,6
5713,1092,13,6,4,90,480.28,Delivered,6
5714,903,19,14,2,125,291.27,Delivered,8
5715,810,5,10,2,63,441.45,Delivered,7
5716,823,10,4,3,186,331.76,Delivered,8
5717,196,28,11,3,70,387.12,Delivered,8
5718,501,13,13,5,88,472.23,Delivered,7
5719,220,29,13,2,12,264.74,Delivered,4
5720,1636,25,2,3,136,472.86,Delivered,9
5721,826,5,14,4,168,420.97,Delivered,6
5722,2000,5,9,4,170,277.85,Delivered,3
5723,2143,7,9,3,135,228.39,Delivered,6
5724,1067,2,3,5,188,211.89,Delivered,8
5725,790,36,13,3,32,145.77,Delivered,7
5726,1763,7,8,1,47,257.54,Delivered,7
5727,984,17,14,3,143,122.48,Delivered,10
5728,839,14,9,5,139,93.42,Delivered,9
5729,230,25,14,1,119,495.56,Delivered,8
5730,1790,22,15,3,188,458.14,Delivered,5
5731,170,33,10,5,32,492.6,Delivered,9
5732,1765,27,13,2,99,421.06,Delivered,3
5733,114,17,15,2,53,147.27,Delivered,7
5734,671,27,12,1,144,298.99,Delivered,1
5735,714,9,12,1,192,229.98,In Transit,9
5736,749,20,11,1,183,492.07,Delivered,2
5737,505,32,9,4,74,92.73,Delivered,5
5738,1247,5,6,2,77,150.66,Delayed,10
5739,1343,17,10,3,138,392.54,Delivered,6
5740,65,11,3,1,65,147.18,Delivered,2
5741,1209,7,1,1,170,69.58,Delivered,1
5742,1999,36,12,5,140,91.59,Delivered,9
5743,770,30,5,3,13,412.81,Delivered,2
5744,525,2,10,2,31,196.75,Delivered,8
5745,1760,32,3,4,68,398.45,Delivered,3
5746,693,4,1,3,158,213.28,Delivered,2
5747,1594,26,8,2,177,225.7,Delivered,3
5748,1966,8,12,3,30,467.15,Delivered,3
5749,52,7,11,1,16,79.35,Delivered,1
5750,1602,4,4,4,74,345.18,Delivered,8
5751,909,2,9,4,30,242.45,Delivered,5
5752,1490,19,7,1,93,484.58,Delivered,5
5753,226,15,2,4,174,492.09,Delivered,1
5754,495,8,8,3,70,431.19,Delivered,5
5755,1498,24,2,3,28,216.34,Delivered,10
5756,155,4,8,1,191,224.0,In Transit,8
5757,599,16,8,4,105,58.28,Delivered,10
5758,655,26,15,3,80,323.51,Delivered,10
5759,782,21,2,3,158,372.39,Delivered,10
5760,1850,2,1,4,109,121.23,Delayed,7
5761,1807,16,14,3,120,401.19,Delivered,5
5762,872,14,6,2,137,413.55,Delivered,10
5763,337,22,3,2,78,97.04,Delivered,4
5764,1644,17,10,4,193,341.38,Delayed,5
5765,594,31,2,2,159,231.88,Delivered,2
5766,78,2,3,4,115,340.43,Delivered,9
5767,1908,17,6,1,197,96.53,Delivered,1
5768,653,26,7,5,164,225.24,Delivered,4
5769,922,13,3,1,188,296.3,Delivered,7
5770,324,23,8,2,33,73.8,Delivered,3
5771,59,33,2,5,159,242.71,Delivered,8
5772,253,24,11,4,135,86.01,Delivered,4
5773,920,20,3,5,55,445.63,In Transit,10
5774,1345,2,9,1,19,499.68,Delivered,5
5775,2023,17,14,3,90,372.18,In Transit,2
5776,1003,8,2,3,153,457.85,Delivered,7
5777,359,24,10,4,100,150.54,Delivered,10
5778,355,34,14,3,131,233.73,Delivered,9
5779,2071,13,9,3,53,330.62,Delivered,8
5780,601,7,11,5,86,193.2,Delivered,7
5781,759,13,5,3,190,383.63,Delivered,5
5782,758,24,1,3,175,303.35,Delivered,3
5783,288,26,1,1,65,135.09,Delivered,4
5784,772,17,1,1,75,240.78,In Transit,8
5785,266,34,5,2,196,187.07,Delivered,6
5786,1552,33,4,4,22,462.17,In Transit,2
5787,673,21,14,2,99,278.63,Delivered,10
5788,1051,5,11,1,198,384.9,Delayed,1
5789,426,30,12,2,183,306.0,In Transit,10
5790,491,7,13,3,121,248.82,Delivered,3
5791,263,30,3,5,125,130.6,Delivered,5
5792,877,26,7,4,67,419.8,Delivered,7
5793,1948,9,2,2,69,265.24,Delivered,6
5794,1921,6,13,4,200,312.18,Delivered,10
5795,2090,24,13,2,68,459.06,Delivered,4
5796,1623,36,10,5,127,77.47,Delivered,5
5797,1115,10,7,3,124,465.99,Delivered,2
5798,508,10,3,1,34,68.53,Delivered,9
5799,561,25,8,4,31,247.04,In Transit,6
5800,1304,4,6,3,42,55.79,Delivered,2
5801,528,16,5,2,200,53.0,In Transit,6
5802,3,20,9,4,77,199.99,Delivered,8
5803,1931,15,2,1,155,464.85,Delivered,2
5804,1551,25,12,3,31,67.46,Delivered,1
5805,1048,31,5,3,190,297.79,In Transit,5
5806,328,10,7,2,63,268.13,Delivered,8
5807,1783,36,5,1,167,300.39,Delivered,10
5808,1881,11,12,5,160,366.26,Delayed,8
5809,647,1,4,3,162,330.53,Delayed,1
5810,926,5,3,4,140,76.19,Delivered,1
5811,1055,31,9,5,196,134.63,Delivered,6
5812,1023,5,12,4,49,237.72,Delivered,4
5813,1675,18,2,5,81,316.58,In Transit,2
5814,1961,33,7,1,33,419.81,Delivered,8
5815,787,5,14,2,31,139.98,Delivered,7
5816,1799,17,10,5,12,135.2,Delivered,4
5817,1345,30,6,5,10,485.87,Delivered,2
5818,1476,29,5,3,188,498.03,Delivered,6
5819,1532,22,12,2,66,385.6,Delivered,6
5820,747,28,8,3,57,78.94,Delivered,7
5821,950,32,14,2,19,408.45,Delivered,8
5822,1682,18,2,5,192,201.2,Delivered,4
5823,748,17,1,2,55,154.76,Delivered,2
5824,201,19,15,1,98,307.46,Delivered,5
5825,217,11,7,2,157,352.7,Delivered,10
5826,511,28,12,2,135,75.87,In Transit,8
5827,800,22,7,2,196,72.04,Delivered,10
5828,1731,15,3,3,169,250.46,Delivered,4
5829,419,12,10,3,74,65.01,Delivered,2
5830,673,9,6,3,34,358.38,Delivered,10
5831,1508,26,10,3,169,72.69,Delivered,1
5832,1324,11,11,1,71,421.14,Delivered,1
5833,495,20,9,4,132,90.64,Delivered,8
5834,17,13,8,3,151,187.23,Delivered,5
5835,234,11,2,4,17,277.25,Delivered,6
5836,533,23,9,4,108,61.54,In Transit,5
5837,320,31,4,5,187,425.4,Delivered,4
5838,1422,26,4,1,102,204.86,Delivered,2
5839,2135,21,11,5,37,243.55,Delivered,6
5840,158,5,1,3,52,212.23,Delivered,4
5841,499,28,3,2,82,118.03,Delivered,3
5842,374,27,13,5,155,169.57,Delivered,9
5843,1849,33,9,5,65,94.76,In Transit,5
5844,1748,13,14,5,29,176.16,Delayed,8
5845,2165,31,9,1,171,189.56,Delivered,9
5846,1669,24,9,3,155,86.71,Delivered,9
5847,1174,21,1,4,22,281.04,Delivered,5
5848,1322,18,12,3,104,96.13,Delivered,7
5849,1788,5,7,4,24,187.0,In Transit,7
5850,49,17,8,4,165,293.99,Delivered,10
5851,924,3,15,1,143,247.31,Delivered,9
5852,108,12,1,5,24,343.42,Delivered,10
5853,891,31,10,1,93,360.62,Delivered,10
5854,1684,27,12,5,84,112.31,Delivered,3
5855,1043,21,14,4,192,58.8,In Transit,5
5856,474,23,3,2,89,359.09,Delivered,8
5857,1487,21,11,2,53,366.57,Delivered,3
5858,129,20,7,4,76,89.27,Delivered,10
5859,1095,24,6,5,11,427.63,Delivered,10
5860,2151,35,10,2,189,242.92,Delivered,2
5861,1745,32,14,1,43,79.4,Delivered,1
5862,1459,19,1,1,148,116.27,Delivered,6
5863,153,21,6,4,162,99.4,Delivered,5
5864,1617,3,13,1,108,150.52,Delivered,4
5865,2116,36,14,3,91,67.5,Delivered,6
5866,195,19,15,3,63,379.35,Delivered,1
5867,359,13,12,4,199,377.97,Delivered,4
5868,207,22,14,4,26,262.73,Delivered,6
5869,2071,36,7,2,75,404.66,Delivered,1
5870,1854,5,3,1,60,335.87,Delivered,9
5871,1722,19,12,5,64,267.3,Delivered,4
5872,2069,16,3,2,70,82.64,Delivered,9
5873,1425,23,10,1,163,284.87,Delivered,6
5874,37,23,8,4,62,240.07,Delivered,7
5875,365,3,7,5,137,373.66,Delivered,1
5876,1221,36,7,2,166,246.57,Delivered,8
5877,2022,4,10,5,68,427.47,Delivered,1
5878,488,15,5,3,197,54.77,Delivered,1
5879,736,2,14,4,135,75.23,Delivered,2
5880,683,16,4,2,175,55.9,Delivered,5
5881,2149,36,10,2,100,301.13,Delayed,3
5882,1279,20,3,5,54,156.98,Delivered,2
5883,1071,13,5,3,54,382.55,Delivered,1
5884,2106,13,1,4,36,465.07,Delivered,3
5885,464,17,1,4,29,188.35,Delivered,5
5886,526,23,6,2,30,255.63,Delivered,1
5887,2163,15,6,1,109,254.31,Delivered,7
5888,50,17,11,4,154,76.31,Delivered,8
5889,1013,24,11,1,32,338.53,Delivered,10
5890,1338,2,1,3,159,459.61,Delivered,10
5891,899,22,14,3,133,418.72,Delivered,6
5892,2002,13,11,4,183,408.78,Delivered,4
5893,1363,35,13,5,75,241.62,Delivered,9
5894,674,19,3,1,30,107.38,Delivered,5
5895,1197,14,6,1,35,298.01,Delivered,5
5896,780,21,15,1,73,428.03,Delivered,2
5897,1149,19,5,5,147,439.5,Delivered,2
5898,172,26,15,4,150,448.98,Delivered,9
